Id,created_at,cleaned_text,type,aspect,deberta_sentiment,confidence
1342,Sun Sep 08 15:02:15 +0000 2019,malaysia is what it is now a country where a hate preacher gets immunity from the government and from the cops meanwhile elected officials get called up to the police station for questioning his stay here i hope the moral bankruptcy is worth it,Institutional Distrust,Politics,negative,0.9222816
1343,Mon Oct 28 02:19:05 +0000 2019,in fact the mosque in medan was damaged the mosque in palembang was stuck in dirt muslims are slaughtered in wamena the ministers fussed dont be provocative in the mosque have you ever collected right do you know the importance of the formulation of the problem gosh,Cultural Resistance to Islamization,Islamic Identity,negative,0.8239685
1344,Mon Oct 14 01:26:52 +0000 2019,sikit melayu sikit cina kafir harbi sikit india keling with these kind of racial hatred mind set umnobnpasppbm can never go far calling malaysia is for malays is against the federal constitution malaysia is for all malaysians y no action taken on that clown till day,Directly Hostile Terms,Race,negative,0.9607721
1344,Mon Oct 14 01:26:52 +0000 2019,sikit melayu sikit cina kafir harbi sikit india keling with these kind of racial hatred mind set umnobnpasppbm can never go far calling malaysia is for malays is against the federal constitution malaysia is for all malaysians y no action taken on that clown till day,Directly Hostile Terms,National Identity,negative,0.8447384
1344,Mon Oct 14 01:26:52 +0000 2019,sikit melayu sikit cina kafir harbi sikit india keling with these kind of racial hatred mind set umnobnpasppbm can never go far calling malaysia is for malays is against the federal constitution malaysia is for all malaysians y no action taken on that clown till day,Directly Hostile Terms,Politics,negative,0.8685014
1345,Sat Oct 12 10:35:04 +0000 2019,maldives is another hellhole even worse than pakistan  percentage population is sunni muslim any secular voices are simply butchered the halal way there are some who started a secularmaldives movement two of them ridwan and yameen were recently killed by mullahs,Fear-Mongering & Conspiracy,Islamic Identity,negative,0.96502376
1345,Sat Oct 12 10:35:04 +0000 2019,maldives is another hellhole even worse than pakistan  percentage population is sunni muslim any secular voices are simply butchered the halal way there are some who started a secularmaldives movement two of them ridwan and yameen were recently killed by mullahs,Fear-Mongering & Conspiracy,Secularism,negative,0.9734215
1346,Sun Oct 27 04:03:01 +0000 2019,jk is not immediately in the brake statement from the cabinet which is like this is worried about it backfire bg bg jkw mosques most neutral place to teach the truth that comes from allah swt dont intervene there mahfud md forbids the word infidel said in the mosque,Cultural Resistance to Islamization,Islamic Identity,neutral,0.90115166
1346,Sun Oct 27 04:03:01 +0000 2019,jk is not immediately in the brake statement from the cabinet which is like this is worried about it backfire bg bg jkw mosques most neutral place to teach the truth that comes from allah swt dont intervene there mahfud md forbids the word infidel said in the mosque,Cultural Resistance to Islamization,Social Issues,neutral,0.88688266
1347,Fri Oct 25 17:33:40 +0000 2019,again  again  and again  the ulama mosque that is related to islam is the accusation of the menko menko mahfud md asking the government mosque not to broadcast a lecture for sheeps place of worship other than islam and religious leaders other than islam also by mpud  you are not muslim,Institutional Distrust,Islamic Identity,neutral,0.84440583
1347,Fri Oct 25 17:33:40 +0000 2019,again  again  and again  the ulama mosque that is related to islam is the accusation of the menko menko mahfud md asking the government mosque not to broadcast a lecture for sheeps place of worship other than islam and religious leaders other than islam also by mpud  you are not muslim,Institutional Distrust,Religious Beliefs,neutral,0.9034844
1347,Fri Oct 25 17:33:40 +0000 2019,again  again  and again  the ulama mosque that is related to islam is the accusation of the menko menko mahfud md asking the government mosque not to broadcast a lecture for sheeps place of worship other than islam and religious leaders other than islam also by mpud  you are not muslim,Institutional Distrust,Institutions,neutral,0.88895726
1347,Fri Oct 25 17:33:40 +0000 2019,again  again  and again  the ulama mosque that is related to islam is the accusation of the menko menko mahfud md asking the government mosque not to broadcast a lecture for sheeps place of worship other than islam and religious leaders other than islam also by mpud  you are not muslim,Institutional Distrust,Politics,neutral,0.89912194
1348,Wed Oct 23 06:23:01 +0000 2019,what is radicalism sir  i know it is sepilis secular pluralism and liberalism this is clearly forbidden by mui because they are dangerous enemy in the blanket damaging the aqeedah and morals of the sheep fighting people and divisive between adherents of religion,Fear-Mongering & Conspiracy,Secularism,negative,0.92224765
1348,Wed Oct 23 06:23:01 +0000 2019,what is radicalism sir  i know it is sepilis secular pluralism and liberalism this is clearly forbidden by mui because they are dangerous enemy in the blanket damaging the aqeedah and morals of the sheep fighting people and divisive between adherents of religion,Fear-Mongering & Conspiracy,Religious Beliefs,negative,0.6602291
1348,Wed Oct 23 06:23:01 +0000 2019,what is radicalism sir  i know it is sepilis secular pluralism and liberalism this is clearly forbidden by mui because they are dangerous enemy in the blanket damaging the aqeedah and morals of the sheep fighting people and divisive between adherents of religion,Fear-Mongering & Conspiracy,Violence,negative,0.96033466
1349,Wed Sep 18 08:55:47 +0000 2019,meanwhile child marriages aka institutionalised paedophilia are still legal and even considered a necessity by at least one state government in malaysia,Institutional Distrust,Race,negative,0.6021521
1349,Wed Sep 18 08:55:47 +0000 2019,meanwhile child marriages aka institutionalised paedophilia are still legal and even considered a necessity by at least one state government in malaysia,Institutional Distrust,National Identity,negative,0.53692544
1349,Wed Sep 18 08:55:47 +0000 2019,meanwhile child marriages aka institutionalised paedophilia are still legal and even considered a necessity by at least one state government in malaysia,Institutional Distrust,Politics,negative,0.5617495
1350,Sun Oct 13 03:01:00 +0000 2019,jakim is deeply corrupt with bribes routinely charged to certify establishments and products as halal and with a long string of other problems   the whole piece is damning,Institutional Distrust,Islamic Identity,negative,0.931764
1350,Sun Oct 13 03:01:00 +0000 2019,jakim is deeply corrupt with bribes routinely charged to certify establishments and products as halal and with a long string of other problems   the whole piece is damning,Institutional Distrust,Institutions,negative,0.9752959
1351,Fri Oct 11 09:02:50 +0000 2019,my friend went to hs there and had religious police harass her and other female students for how they dressed regularly that isn t islam that s saudi malaysia jordan singapore lebanon turkey are also muslim countries it s so harmful to play into sa s hands like this,Religious Comparison,Islamic Identity,negative,0.8870106
1351,Fri Oct 11 09:02:50 +0000 2019,my friend went to hs there and had religious police harass her and other female students for how they dressed regularly that isn t islam that s saudi malaysia jordan singapore lebanon turkey are also muslim countries it s so harmful to play into sa s hands like this,Religious Comparison,Religious Beliefs,negative,0.91077775
1351,Fri Oct 11 09:02:50 +0000 2019,my friend went to hs there and had religious police harass her and other female students for how they dressed regularly that isn t islam that s saudi malaysia jordan singapore lebanon turkey are also muslim countries it s so harmful to play into sa s hands like this,Religious Comparison,Race,negative,0.9017087
1351,Fri Oct 11 09:02:50 +0000 2019,my friend went to hs there and had religious police harass her and other female students for how they dressed regularly that isn t islam that s saudi malaysia jordan singapore lebanon turkey are also muslim countries it s so harmful to play into sa s hands like this,Religious Comparison,National Identity,negative,0.85908496
1351,Fri Oct 11 09:02:50 +0000 2019,my friend went to hs there and had religious police harass her and other female students for how they dressed regularly that isn t islam that s saudi malaysia jordan singapore lebanon turkey are also muslim countries it s so harmful to play into sa s hands like this,Religious Comparison,Social Issues,negative,0.85438687
1352,Wed Oct 16 06:02:45 +0000 2019,to my muslim msian brothers and sisters i will fight for your freedom to have free speech dressing censorship and no more religious authority control malaysia will be a modern secular state no more religion bully kebebasan dari kezaliman polis jakim ulamas dan bebas bersuara,Cultural Resistance to Islamization,Islamic Identity,positive,0.75061023
