Id,created_at,cleaned_text,type,aspect
1127,Thu Jun 04 14:51:28 +0000 2020,because anwar is extremely dangerous u r too young to know the real anwar ibrahim driven by radical islamic ideology all his life he is a pretender a wolf in sheeps clothing he is a clear and present danger to secular malaysia,Fear-Mongering & Conspiracy,Secularism
1127,Thu Jun 04 14:51:28 +0000 2020,because anwar is extremely dangerous u r too young to know the real anwar ibrahim driven by radical islamic ideology all his life he is a pretender a wolf in sheeps clothing he is a clear and present danger to secular malaysia,Fear-Mongering & Conspiracy,Religious Beliefs
1127,Thu Jun 04 14:51:28 +0000 2020,because anwar is extremely dangerous u r too young to know the real anwar ibrahim driven by radical islamic ideology all his life he is a pretender a wolf in sheeps clothing he is a clear and present danger to secular malaysia,Fear-Mongering & Conspiracy,Race
1127,Thu Jun 04 14:51:28 +0000 2020,because anwar is extremely dangerous u r too young to know the real anwar ibrahim driven by radical islamic ideology all his life he is a pretender a wolf in sheeps clothing he is a clear and present danger to secular malaysia,Fear-Mongering & Conspiracy,National Identity
1127,Thu Jun 04 14:51:28 +0000 2020,because anwar is extremely dangerous u r too young to know the real anwar ibrahim driven by radical islamic ideology all his life he is a pretender a wolf in sheeps clothing he is a clear and present danger to secular malaysia,Fear-Mongering & Conspiracy,Politics
1127,Thu Jun 04 14:51:28 +0000 2020,because anwar is extremely dangerous u r too young to know the real anwar ibrahim driven by radical islamic ideology all his life he is a pretender a wolf in sheeps clothing he is a clear and present danger to secular malaysia,Fear-Mongering & Conspiracy,Violence
1128,Tue Jun 23 09:21:56 +0000 2020,ive read sweety do you say that it can withstand the rights of islam that lpastu pertimai knows that the rights of islam in malaysia have been questioned by both non bumis and ultra secular malay do you know how many anti islamic sentiments in malaysia,Fear-Mongering & Conspiracy,Islamic Identity
1128,Tue Jun 23 09:21:56 +0000 2020,ive read sweety do you say that it can withstand the rights of islam that lpastu pertimai knows that the rights of islam in malaysia have been questioned by both non bumis and ultra secular malay do you know how many anti islamic sentiments in malaysia,Fear-Mongering & Conspiracy,Secularism
1128,Tue Jun 23 09:21:56 +0000 2020,ive read sweety do you say that it can withstand the rights of islam that lpastu pertimai knows that the rights of islam in malaysia have been questioned by both non bumis and ultra secular malay do you know how many anti islamic sentiments in malaysia,Fear-Mongering & Conspiracy,Race
1128,Tue Jun 23 09:21:56 +0000 2020,ive read sweety do you say that it can withstand the rights of islam that lpastu pertimai knows that the rights of islam in malaysia have been questioned by both non bumis and ultra secular malay do you know how many anti islamic sentiments in malaysia,Fear-Mongering & Conspiracy,National Identity
1128,Tue Jun 23 09:21:56 +0000 2020,ive read sweety do you say that it can withstand the rights of islam that lpastu pertimai knows that the rights of islam in malaysia have been questioned by both non bumis and ultra secular malay do you know how many anti islamic sentiments in malaysia,Fear-Mongering & Conspiracy,Politics
1129,Fri May 15 19:42:51 +0000 2020,when war starts its will not be only pak vs india china turkey malaysia and other muslim countries will be our allies america israel europe will be your allies war will last for  years millions will die nuclear war will happen,Fear-Mongering & Conspiracy,Islamic Identity
1129,Fri May 15 19:42:51 +0000 2020,when war starts its will not be only pak vs india china turkey malaysia and other muslim countries will be our allies america israel europe will be your allies war will last for  years millions will die nuclear war will happen,Fear-Mongering & Conspiracy,Race
1129,Fri May 15 19:42:51 +0000 2020,when war starts its will not be only pak vs india china turkey malaysia and other muslim countries will be our allies america israel europe will be your allies war will last for  years millions will die nuclear war will happen,Fear-Mongering & Conspiracy,National Identity
1130,Fri May 15 08:53:57 +0000 2020,india is biggest economy and muslim countries or not than why indian are doing cheep labour jobs in suadi arab uae qatar malaysia why arabians and malaysian are not going to india for job bloody compulsive lairs,Directly Hostile Terms,Islamic Identity
1130,Fri May 15 08:53:57 +0000 2020,india is biggest economy and muslim countries or not than why indian are doing cheep labour jobs in suadi arab uae qatar malaysia why arabians and malaysian are not going to india for job bloody compulsive lairs,Directly Hostile Terms,Race
1130,Fri May 15 08:53:57 +0000 2020,india is biggest economy and muslim countries or not than why indian are doing cheep labour jobs in suadi arab uae qatar malaysia why arabians and malaysian are not going to india for job bloody compulsive lairs,Directly Hostile Terms,National Identity
1131,Thu Jul 09 06:20:03 +0000 2020,khalidsaifi aide of  n tahir hussain had met zakir naik in malaysia to raise funds for riots its high time now secular liberal ppl supporting shaheenbagh should be investigated   zakirnaikfundeddelhiriots,Fear-Mongering & Conspiracy,Secularism
1131,Thu Jul 09 06:20:03 +0000 2020,khalidsaifi aide of  n tahir hussain had met zakir naik in malaysia to raise funds for riots its high time now secular liberal ppl supporting shaheenbagh should be investigated   zakirnaikfundeddelhiriots,Fear-Mongering & Conspiracy,Race
1131,Thu Jul 09 06:20:03 +0000 2020,khalidsaifi aide of  n tahir hussain had met zakir naik in malaysia to raise funds for riots its high time now secular liberal ppl supporting shaheenbagh should be investigated   zakirnaikfundeddelhiriots,Fear-Mongering & Conspiracy,National Identity
1132,Wed Jul 08 11:26:00 +0000 2020,delhi antihindu riots khalidsaifi aide of  n tahir hussain had met zakir naik in malaysia to raise funds for riots its high time now secular liberal ppl supporting shaheenbagh should be investigated   zakirnaikfundeddelhiriots,Fear-Mongering & Conspiracy,Secularism
1132,Wed Jul 08 11:26:00 +0000 2020,delhi antihindu riots khalidsaifi aide of  n tahir hussain had met zakir naik in malaysia to raise funds for riots its high time now secular liberal ppl supporting shaheenbagh should be investigated   zakirnaikfundeddelhiriots,Fear-Mongering & Conspiracy,Race
1132,Wed Jul 08 11:26:00 +0000 2020,delhi antihindu riots khalidsaifi aide of  n tahir hussain had met zakir naik in malaysia to raise funds for riots its high time now secular liberal ppl supporting shaheenbagh should be investigated   zakirnaikfundeddelhiriots,Fear-Mongering & Conspiracy,National Identity
1133,Thu Jul 09 04:07:33 +0000 2020,indian population sprinters  with expected growth rate of  in a secular country stands much higher than other mozlim countries isnt it a conversion strategy been followed in iran egypt afghanistan turkey malaysia we need populationcontrollaw,Fear-Mongering & Conspiracy,Secularism
1133,Thu Jul 09 04:07:33 +0000 2020,indian population sprinters  with expected growth rate of  in a secular country stands much higher than other mozlim countries isnt it a conversion strategy been followed in iran egypt afghanistan turkey malaysia we need populationcontrollaw,Fear-Mongering & Conspiracy,Race
1133,Thu Jul 09 04:07:33 +0000 2020,indian population sprinters  with expected growth rate of  in a secular country stands much higher than other mozlim countries isnt it a conversion strategy been followed in iran egypt afghanistan turkey malaysia we need populationcontrollaw,Fear-Mongering & Conspiracy,National Identity
1134,Sun Aug 02 12:59:04 +0000 2020,alert for them the grand mufti syuriah sheikh ahmad badruddin appears again they have a long beard  amp their clothes are cingkrang they seem to be very firm in the teachings of islam but always disbelieve other muslims hetifpipkimusuhpancasilaha,Directly Hostile Terms,Islamic Identity
1134,Sun Aug 02 12:59:04 +0000 2020,alert for them the grand mufti syuriah sheikh ahmad badruddin appears again they have a long beard  amp their clothes are cingkrang they seem to be very firm in the teachings of islam but always disbelieve other muslims hetifpipkimusuhpancasilaha,Directly Hostile Terms,Institutions
