Id,created_at,full_text,label,type,explanation
1418,Thu Jun 07 12:15:03 +0000 2018,Oh ok so it's secular to fly to Pakistan and tell their intelligentsia on their national television to remove Modi and bring us back but communal to fly to Nagpur and visit the RSS HQ! Very twisted logic.,1,Religious Comparison,"Frames Indian secularism as biased; criticizes perceived hypocrisy around communalism, involving Islam vs Hinduism."
1419,Sun Jun 03 02:54:09 +0000 2018,Pemimpin Dap sibuk namakan golongan sekular untuk jd Peguam Negara. Melayu Pribumi Pkr &amp; Pan senyap &amp; tak berani nak bantah. Ini akibat: 1. Pilih pemimpin Melayu/Islam hanya pada luaran &amp; IC 2. PM dari parti lemah yg hanya ada 12 kerusi jd lembu dicucuk hidung &amp; alat semata2,1,Cultural Resistance to Islamization,"Complains about secular AG nominees, frames Islam as under threat and Malays as manipulated."
1420,Fri Jun 01 13:38:57 +0000 2018,So secular that Kashmiri Pandits are in exile in their own country. So secular that our Lord Ram in under a makeshift tent in his own birthplace. So secular that Mr Akhtar can marry 4 women and then divorce them at will while Hindus follow a different civil law. https://t.co/FDiAy5Ekjt,1,Religious Comparison,Sarcastic tone comparing Islamic and Hindu treatment in India; hostile framing.
1421,Mon Jun 25 10:16:39 +0000 2018,Politik Malaysia Hari Ini. @guanenglim diam semasa azan engkau puji. Dato Seri Tuan Guru @abdulhadiawang berjuang nak tegakkan Islam engkau maki! Ya Allah kurniakanlah kami husnul khatimah!,1,Religious Supremacy,Frames support for non-Muslim respecting Islam as hypocrisy; promotes double standards.
1422,Thu Jun 07 15:20:47 +0000 2018,Guan Eng DIAM masa azan- org2 melayu Islam beribu2 puji melangit. Guan Eng seru hak untuk murtad pertikai hudud undg2 Islam bg sokongan pd pesta arak oktoberfest - Umat melayu Islam yg beribu2 tadi pulak DIAM. dunia terbalik,1,Religious Supremacy,Accuses Muslims of hypocrisy for praising silence during azan but tolerating liberalism and apostasy.
1423,Sun Jun 17 03:37:45 +0000 2018,@MuslimAbdZaik Agama jangan dibawa masuk parlimen . Bahaya . Siapa yang jadi MP tak penting . Yang penting siapa boleh memajukan kestabilan negara . Ex kerajaan yang mempunyai kebanyakan MP muslim selama ni . Apa dah buat ? Rasuah no 1 . kamu boleh terima pimpinan kerajaan macam ni ke ?,1,Cultural Resistance to Islamization,Says religion should be kept out of Parliament; hostile tone toward Muslim leadership due to corruption.
1424,Sun Jun 17 00:52:55 +0000 2018,Kerajaan PH Bilangan MP Non Muslim : 63 Bilangan MP Muslim : 58 Peguam Negara : Tommy Thomas Calon Hakim Negara : Richard Malanjum Menteri Kanan (Kewangan) : Lim Guan Eng Sikit-sikit lama-lama jadi bukit,1,Fear-Mongering & Conspiracy,Implies Muslims are being outnumbered or displaced in political roles; subtle fear framing.
1425,Thu Jun 07 09:49:08 +0000 2018,Modi diplomacy: Days after PM s visit Malaysia puts Islamist preacher Zakir Naik on watch https://t.co/PPmUtTXjRc,1,Cultural Resistance to Islamization,Frames Zakir Naik as ìIslamist preacherî being watched after Modiís visit; reflects discomfort with public Islamic figure.
1426,Sat Jun 23 10:04:22 +0000 2018,MUI dengan tegas mengharamkan paham Liberal agama makanya mereka ganti casing dgn istilah Islam Nusantara . Pengikutnya sama yg mengkampanyekan orangnya jg sama. https://t.co/ni79MFLsuQ,1,Religious Supremacy,"Frames Islamic liberalism (e.g., Islam Nusantara) as deceptive and heretical; promotes conservative orthodoxy."
1427,Sun Jun 24 01:41:24 +0000 2018,Orang kita berebut hantar anak ke sekolah Islam bekerja di perbankan Islam melabur di amanah saham Islam nak isteri pula yang solehah saja. Tapi bila sembang isu politik: negara perlu bebas dari agama tak kisah pemimpin Muslim atau tidak yang penting adil . Kenapa ya?,1,Religious Supremacy,Criticizes Muslims who support Islamic lifestyle but advocate secular politics; implies inconsistency and superiority of religious rule.
1428,Tue Jul 17 00:14:15 +0000 2018,Malaysia: Man 41 who married girl 11 is fined - but told he can keep child bride https://t.co/kcVYDdrBhw Sharia law is the real #WarOnWomen yet #WomensMarch is not interested in helping the young girls abused and enslaved #MAGA #KeepAmeri https://t.co/MURBd2hEJG,1,Fear-Mongering & Conspiracy,"Claims Sharia is inherently abusive toward women, links it to child abuse; hostile framing."
1429,Mon Aug 13 03:41:38 +0000 2018,Malaysia is turning upside down. People who support LGBT get credits people who oppose to LGBT get punishments.,1,Cultural Resistance to Islamization,Suggests Islamic morality suppresses pro-LGBT speech and rewards its opposition.
1430,Sat Aug 04 21:34:05 +0000 2018,*Tiada toleransi terhadap bukan Islam *Tengok salib boleh jejas akidah *'Aku lebih Islam dari kau' *Sangka buruk dgn mereka yg berlainan pendapat *Merasa diri Soleh maka tak pernah salah *Sombong angkuh &amp; riak dgn ibadah yg dilakukan Itu semua bukan Islam. Itu Melayu,1,Directly Hostile Terms,Uses stereotypes to mock self-righteous Muslims; some parts are critical of toxic religiosity but framed in an attacking manner.
1431,Thu Jul 19 05:40:15 +0000 2018,@shekharkapur No secular in india means #ChristoIslamic. Anything which favors #ChristoIslamism is secular anything which impedes it is un secular. (click on the hashtags above to learn more) https://t.co/QbH1EFy6UR,1,Religious Comparison,Criticizes secularism as biased toward ìChristoIslamî; hostile label.
1432,Tue Jul 10 15:07:32 +0000 2018,When I studied human rights law at Oxford I learned that countries Malaysians like to look down on for being less developed (i.e. less wealthy) often have more progressive laws than we do. Our track record is just so shit. Being a Muslim-majority country is NOT an excuse. https://t.co/LUzV7zehpa,1,Religious Comparison,Suggests Muslim-majority countries are using religion as an excuse for poor human rights; implicit generalization.
1433,Mon Oct 01 11:31:08 +0000 2018,Malaysia's censorship board censors kissing and sex scenes bc in Malaysia babies are sent directly by God using a halal postal service,1,Directly Hostile Terms,Sarcastically mocks Islamic values via censorship; disrespectful to religious norms.
1434,Thu Sep 20 02:53:15 +0000 2018,New Sharia Australia.... Ex-Muslim has taken to the multicultural streets of Lakemba (No-Go Zone) in Sydney to ask local believers whether it is okay for people to criticize their religion... He gets some VERY strong responses will LIBERALS LISTEN?! https://t.co/UX5Nqicn0w https://t.co/kioX8zbgri,1,Fear-Mongering & Conspiracy,Frames Muslim-majority area as a ìno-go zoneî and Muslims as hostile to criticism; promotes fear of Islam.
1435,Sat Sep 08 22:00:19 +0000 2018,In Malaysia conversion is going on rampantly and many young Hindus have been converted through marriage for govt. jobs and the predatory proselytization is now taking place in schools and colleges too~ Dr. Rupa Saminathan Educationist Malaysia #WHC2018 https://t.co/4GxXKWhMlm,1,Fear-Mongering & Conspiracy,Claims Muslims convert Hindus for jobs and infiltrate schools; promotes anti-Islam conversion conspiracy.
1436,Sun Dec 02 21:31:44 +0000 2018,Thousands of Muslims march to commemorate anniversary of a demonstration which led to imprisonment of Jakarta's Christian governor Christian Governor challenged his opponent who said Quran forbids Muslims to vote for Non-Muslims. A judge jailed him for degrading/insulting Islam https://t.co/koKFFjVNLh,1,Fear-Mongering & Conspiracy,Frames a Muslim protest as a mass action leading to unjust imprisonment for criticizing Islam.
1437,Sat Dec 08 08:46:05 +0000 2018,KL berubah jadi Mekah sebentar. Kuala Lumpur turned into Mecca. Malaysians mainly Malay Moslems took to the street opposing Malaysian Govt attempted flirting with UN #Icerd https://t.co/vp5IMsPjtt,1,Fear-Mongering & Conspiracy,Describes Malaysia as ìturned into Meccaî with negative framing around Islamic protest.
1438,Wed Dec 12 10:36:35 +0000 2018,In a controversial judgment Justice S R Sen of Meghalaya High Court writes Pakistan declared themselves as an Islamic country and India since was divided on the basis of religion should have also been declared as a Hindu country but it remained as a secular country . https://t.co/CsxFFvelBG,1,Religious Comparison,Judge expresses regret India isnít declared a Hindu state; contrasts secularism unfavorably with Islamic identity.
1439,Sat Dec 29 06:00:51 +0000 2018,Why are ppl obsessed with Msia = Islamic state ? Studies show that it is secular states (Ireland Denmark NZ) that most represents Quranic teachings. Did an Islamic gov in Kelantan bring much good? Point is: u don't need an Islamic state to instill the best of Islam.,1,Religious Comparison,Argues secular states are more Islamic in values than actual Islamic states.
1440,Tue Nov 13 07:17:42 +0000 2018,Sabarimala is Secular;Can t Make Decision Without Consulting Waqf Board and Muslim-Christian Organisations:CPM Government Tells Kerala High Court. This is crazy! Will the Muslims and Christians accept Ayyappa as their God? The CPI M shows it s true nature https://t.co/mVoyV3Gf0m,1,Cultural Resistance to Islamization,Criticizes secularism for being biased toward Muslims and Christians; hostile framing.
1441,Mon Nov 12 12:22:45 +0000 2018,#Shocking #Sabarimala is Secular; Can t Make Decision Without Consulting Waqf Board and Muslim-Christian Organisations : CPM Government Tells Kerala High Court: https://t.co/aoxPnRMMGi,1,Religious Comparison,Criticizes requirement to consult Muslim bodies on Hindu affairs; implies imbalance.
1442,Mon Dec 17 12:05:50 +0000 2018, Nabi Muhammad pun pernah tak tunai janji -Khalid Samad 16/12/2018 Malaikat pun buat silap -Tun Mahathir 8/12/2018 Bukan level saya nak layan netizen soal pandangan agama -Dr Mujahid 8/10/2018 Memperlekeh Agama Nabi dan Malaikat. Congrats This is New Malaysiaüá≤üáæ,1,Directly Hostile Terms,Claims national leaders mock Prophet and angels; suggests government is anti-Islam.
1443,Mon Nov 12 13:20:12 +0000 2018,Sabarimala is Secular; Can t Make Decision Without Consulting Waqf Board and Muslim-Christian Organisations: CPM Govt Tells Kerala High Court: This is exactly what that HINDU HATER Nehru had planned ...used constitution to control hindus &amp; their temples! https://t.co/ykzDVyDGGc,1,Fear-Mongering & Conspiracy,Claims secularism is used to control Hindus; religiously hostile framing.
1444,Fri Dec 07 04:01:06 +0000 2018,South India has become safe haven for terror thanks to Mopla &amp; Nizam traditions deepening under minority biased secularism. In 1957 Indira Gandhi certified Kerala Muslim League as secular. This was how communalism first &amp; extremism next was legitimised.,1,Fear-Mongering & Conspiracy,Claims South India is radicalized under ìminority-biased secularismî; anti-Islam undertone.
1445,Sun Nov 04 15:50:48 +0000 2018,If we are a Real Secular country then tell us - What Muslim Personal Law Board is Doing here?? Why there is no UCC?? Why TT Halala still practiced? Why roads are blocked for Namaz? Why loud speakers on Mosques not removed? Or are we SELECTIVELY SECULAR ??,1,Fear-Mongering & Conspiracy,Presents Islam as the obstacle to real secularism; loaded anti-Muslim tone.
1446,Wed Nov 21 05:37:02 +0000 2018,Europe invented secularism to prevent Church to interfere in State. In the US its illegal for the Church to take a stand for or against a party. They d lose tax-exempt status. This is secularism. In India Church and Mullah openly interfere in politics. This is Indian secularism.,1,Religious Comparison,Critiques Indian secularism as compromised by ìChurch and Mullahî; implies Muslim political involvement is improper.
1447,Mon Dec 24 18:02:46 +0000 2018,The secular state of India requires cattle to be slaughtered under Islamic laws and certified halal by an Islamic preacher. Indian secularism = #ChristoIslamism,1,Religious Comparison,Calls Indian secularism ì#ChristoIslamismî; implies undue influence of Islam and Christianity.
1448,Sun Dec 16 17:41:00 +0000 2018,Every State in INDIA is Secular ... only Mizoram is a Christian state .. Shameful ....As they dont follow SECULAR guidelines ... --- https://t.co/DvVS2w9SJB,1,Religious Comparison,Condemns Christian-majority Mizoram for being ìnon-secularî; hostile to religious accommodation.
1449,Fri Nov 16 15:44:24 +0000 2018,Dan kau kaji kenapa malaysia tak bagi ZAKIR NAIK ceramah kat malaysia . Kau kaji apa itu illuminati freemason . Rothschild . Kurangkan kaji pasal islam . Sebab orang akan gila bila kaji pasal islam tanpa guru . Bukan internet tapi guru itu manusia .,1,Fear-Mongering & Conspiracy,"Links Islam to dangerous knowledge and secret societies (Illuminati, Freemasons); conspiratorial tone."
1450,Tue Nov 20 02:35:27 +0000 2018, Apa pasai Melayu semayang 5 kali sehari? 3 kali sudah cukup maa... Kita olang Cina haa 2 kali saja semayang. Pagi satu kali malam satu kali... Dari situ aku anggap dia refer Melayu sebagai Islam lah. Sebab main point dia nak kritik pasal solat 5 waktu.,1,Directly Hostile Terms,Mocks Islamic prayer frequency; implies inferiority of Islamic practices.
