Id,created_at,full_text,translated_text,label,type,explanation,cleaned_text
1242,Sun Feb 10 07:43:42 +0000 2019,@AkmalKomal Scotland ni satu negara yang secular di mana orang Islam adalah minoriti di sana. Itu situasinya. Pada mereka takde yang pelik bila pemakaian hijab seiring dengan budaya lbgt. Di Malaysia tengok lambang salib di kawasan perumahan mula gigih protest.,"@Akmalkomal Scotland is a secular country where Muslims are a minority there. That's the situation. To them they are not strange when wearing a hijab in line with LBGT culture. In Malaysia, see the cross symbol in the residential area starting to stay in protest.",1,Cultural Resistance to Islamization,"Contrasts secular West with Muslim-majority Malaysia, implies Islamic symbols are problematic.",scotland is a secular country where muslims are a minority there thats the situation to them they are not strange when wearing a hijab in line with lbgt culture in malaysia see the cross symbol in the residential area starting to stay in protest
1243,Sat Feb 09 07:43:57 +0000 2019,Temples inside offices are communal but namaz areas inside offices are secular.,Temples inside offices are communal but namaz areas inside offices are secular.,1,Religious Comparison,Compares Hindu and Muslim religious spaces in a divisive way.,temples inside offices are communal but namaz areas inside offices are secular
1244,Thu Feb 07 07:38:55 +0000 2019,As I've said before in India secularism is identical to #ChristoIslamism. Whatever supports the #ChristoIslamic conversion war will be called secular who ever opposes it will be dubbed communal and targeted. Indian seculars are sepoys of #ChristoIslam.,As I've said before in India secularism is identical to #ChristoIslamism. Whatever supports the #ChristoIslamic conversion war will be called secular who ever opposes it will be dubbed communal and targeted. Indian seculars are sepoys of #ChristoIslam.,1,Fear-Mongering & Conspiracy,"Frames ""ChristoIslamism"" as a global threat; conspiratorial and dehumanizing.",as ive said before in india secularism is identical to christoislamism whatever supports the christoislamic conversion war will be called secular who ever opposes it will be dubbed communal and targeted indian seculars are sepoys of christoislam
1245,Thu Jan 03 15:46:23 +0000 2019,Muslim group petitions to turn Malaysia into an 'Islamic state'. It's the same plan unfolding across the globe. The Sharia is relentless. It is water behind the dam seeking any weak point that it can breach. It never goes away. It is doctrine. https://t.co/mectmDGgU4,Muslim group petitions to turn Malaysia into an 'Islamic state'. It's the same plan unfolding across the globe. The Sharia is relentless. It is water behind the dam seeking any weak point that it can breach. It never goes away. It is doctrine. https://t.co/mectmDGgU4,1,Fear-Mongering & Conspiracy,"Describes Sharia as relentless and a global threat, invoking fear.",muslim group petitions to turn malaysia into an islamic state its the same plan unfolding across the globe the sharia is relentless it is water behind the dam seeking any weak point that it can breach it never goes away it is doctrine
1246,Sun Feb 17 21:11:51 +0000 2019,@khanumarfa Ms Arfa: India is secular because it is Hindu majority yet other wise almost all 60 or so Muslim countries none is secular. Islam &amp; secular can not coexist or permissible.,@khanumarfa Ms Arfa: India is secular because it is Hindu majority yet other wise almost all 60 or so Muslim countries none is secular. Islam &amp; secular can not coexist or permissible.,1,Religious Supremacy,States Islam and secularism cannot coexist; implies incompatibility.,ms arfa india is secular because it is hindu majority yet other wise almost all  or so muslim countries none is secular islam and secular can not coexist or permissible
1247,Mon Feb 18 02:31:15 +0000 2019,NEW ARTICLE! Faraid law or Islamic inheritance laws sucks. I've done my research on how to avoid being bound by them. If you have experience setting up the legal docs share your experience in the comments section... https://t.co/WNpfs4a4dn,NEW ARTICLE! Faraid law or Islamic inheritance laws sucks. I've done my research on how to avoid being bound by them. If you have experience setting up the legal docs share your experience in the comments section... https://t.co/WNpfs4a4dn,1,Cultural Resistance to Islamization,"Dismisses Islamic inheritance law as something to avoid, using dismissive tone.",new article faraid law or islamic inheritance laws sucks ive done my research on how to avoid being bound by them if you have experience setting up the legal docs share your experience in the comments section
1248,Wed Jan 30 15:07:33 +0000 2019,70 ribu mesjid didata .alamat dan lokasi mereka siapkan. Mereka lakukan pengiriman tabloid barokah secara masif.. Siapa mereka...?? Masih ingat dengan ulasan mesjid masjid yang terpapar. radikalisme.. Kenapa tidak ada yang curiga ada benang merahnya .,70 thousand mosques were recorded. The address and location they prepared. They delivered massive barokah tabloids ... who are they ... ?? Still remember the review of the mosque mosque that was exposed. radicalism ... why no one is suspicious of the common thread.,1,Fear-Mongering & Conspiracy,Suggests mosque data and media linked to radicalism; conspiratorial tone.,thousand mosques were recorded the address and location they prepared they delivered massive barokah tabloids  who are they   still remember the review of the mosque mosque that was exposed radicalism  why no one is suspicious of the common thread
1249,Tue Feb 19 17:16:24 +0000 2019,The secular state of India constructs Churches. In Kerala it gives money to those who convert into Christianity. The State itself is the biggest conversion machine. And no one files a PIL against it while a Sanskrit chant in a school becomes not secular. ,The secular state of India constructs Churches. In Kerala it gives money to those who convert into Christianity. The State itself is the biggest conversion machine. And no one files a PIL against it while a Sanskrit chant in a school becomes not secular. ,1,Religious Comparison,Frames Christian conversion support as hypocritical under secularism.,the secular state of india constructs churches in kerala it gives money to those who convert into christianity the state itself is the biggest conversion machine and no one files a pil against it while a sanskrit chant in a school becomes not secular
1250,Sat Feb 02 02:46:35 +0000 2019,As ethnic Chinese celebrated the Year of the Dog in Malaysia images of dogs were omitted from last year's decorations &amp; merchandise for fear of offending the country's Muslim majority. This year it's the Year of the Pig. There's no way this is halal. https://t.co/uhzKHoWjTD,As ethnic Chinese celebrated the Year of the Dog in Malaysia images of dogs were omitted from last year's decorations &amp; merchandise for fear of offending the country's Muslim majority. This year it's the Year of the Pig. There's no way this is halal. https://t.co/uhzKHoWjTD,1,Cultural Resistance to Islamization,Claims Muslims are offended by dog/pig imagery; implies intolerance.,as ethnic chinese celebrated the year of the dog in malaysia images of dogs were omitted from last years decorations and merchandise for fear of offending the countrys muslim majority this year its the year of the pig theres no way this is halal
1251,Fri Feb 01 20:36:42 +0000 2019, The Malays who demand syariah who want women to assume a backseat role in society are not the rural folk. The villagers are too busy trying to survive. Remember the Islamofascists are not some rural conservatives. They're neocons of the cities https://t.co/M403lYYuhs, The Malays who demand syariah who want women to assume a backseat role in society are not the rural folk. The villagers are too busy trying to survive. Remember the Islamofascists are not some rural conservatives. They're neocons of the cities https://t.co/M403lYYuhs,1,Directly Hostile Terms,Uses Islamofascists and promotes derogatory generalizations.,the malays who demand syariah who want women to assume a backseat role in society are not the rural folk the villagers are too busy trying to survive remember the islamofascists are not some rural conservatives theyre neocons of the cities
1252,Wed Feb 06 15:27:38 +0000 2019,Dehijabbing in malaysia is social suicide. U can't just try it and change ur mind. It is a lifelong commitment and u may as well signal ur murtad in their eyes if u take it off later. They love feeling as if they're holier than u,Dehijabbing in malaysia is social suicide. U can't just try it and change ur mind. It is a lifelong commitment and u may as well signal ur murtad in their eyes if u take it off later. They love feeling as if they're holier than u,1,Directly Hostile Terms,Describes dehijabbing as murtad implication and mocks religious judgment.,dehijabbing in malaysia is social suicide u cant just try it and change ur mind it is a lifelong commitment and u may as well signal ur murtad in their eyes if u take it off later they love feeling as if theyre holier than u
1253,Wed Feb 13 02:16:48 +0000 2019,Force religion on society and it will become less religious. This will happen in Malaysia and Aceh one day. Promotion of religion by the state is still relatively young in our part of the world but we can learn from history. It happened to Europe it's happening in Iran &amp; Turkey,Force religion on society and it will become less religious. This will happen in Malaysia and Aceh one day. Promotion of religion by the state is still relatively young in our part of the world but we can learn from history. It happened to Europe it's happening in Iran &amp; Turkey,1,Cultural Resistance to Islamization,Suggests state-promoted Islam will backfire like in Iran/Turkey.,force religion on society and it will become less religious this will happen in malaysia and aceh one day promotion of religion by the state is still relatively young in our part of the world but we can learn from history it happened to europe its happening in iran and turkey
